dataset_family_x,classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,defects,dataset_family_y,file_module_id,code_churn,commit_count,num_developers,bugfix_commit_count,days_since_last_modified,lines_added,lines_deleted,numberOfRefactoringsUntil,maxLinesAddedUntil,avgLinesAddedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,maxCodeChurnUntil,avgCodeChurnUntil,weightedAgeWithRespectTo,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,repo_metrics_available
aeeem,org::apache::lucene::benchmark::quality::trec::TrecJudge,7,1,2,5,6,0,1,0,77.0,4.0,12,0,0,1.0,4,45.0,21.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::quality::trec::TrecJudge,0.0,1,1,0,62.7143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17486,0.000965682,0.00361796,0.0337529,0.00505055,True
aeeem,org::apache::lucene::demo::html::SimpleCharStream,6,1,1,5,190,0,16,0,256.0,20.0,9,0,0,4.0,15,38.0,47.0,0,0,0,0,0,0,aeeem,org::apache::lucene::demo::html::SimpleCharStream,38.0,4,4,0,264.857,65.0,27.0,0,46.0,16.25,18.0,6.75,38.0,9.5,227.662,2,2,0,0,0,4.36338,0.0468221,0.0366038,0.166707,0.100452,True
aeeem,org::apache::lucene::index::TermsHashConsumerPerThread,2,1,2,0,6,2,0,0,0.0,4.0,9,0,0,0.0,2,4.0,0.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::TermsHashConsumerPerThread,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934,True
aeeem,org::apache::lucene::index::FormatPostingsPositionsConsumer,2,1,2,0,1,1,0,0,0.0,2.0,9,0,0,0.0,0,2.0,0.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::FormatPostingsPositionsConsumer,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::apache::lucene::queryParser::surround::parser::QueryParser,20,1,2,18,903,0,31,26,583.0,43.0,9,17,9,14.0,22,221.0,174.0,0,0,0,0,0,0,aeeem,org::apache::lucene::queryParser::surround::parser::QueryParser,0.0,1,1,0,170.143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1.03163,0.0042698,0.00120501,0.023183,2.18418e-05,True
aeeem,org::apache::lucene::store::instantiated::InstantiatedTermPositions,4,2,1,3,21,0,1,2,35.0,7.0,35,1,0,0.0,7,15.0,9.0,0,0,0,0,0,0,aeeem,org::apache::lucene::store::instantiated::InstantiatedTermPositions,0.0,1,1,0,29.8571,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.60098,0.00038181,0.00388466,0.0219358,0.0141336,True
aeeem,org::apache::lucene::analysis::el::GreekCharsets,2,1,1,1,0,0,3,0,225.0,1.0,9,0,0,3.0,1,2.0,79.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::el::GreekCharsets,-1.0,2,2,0,180.286,1.0,2.0,0,1.0,0.5,1.0,1.0,0.0,-0.5,0.0,1,1,0,0,0,2.5984,0.00493292,0.0534247,0.17608,0.106916,True
aeeem,org::apache::lucene::benchmark::stats::QueryData,4,1,2,2,6,0,5,0,26.0,4.0,9,0,0,5.0,4,10.0,10.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::stats::QueryData,-1.0,3,2,0,99.0,1.0,2.0,0,1.0,0.333333,1.0,0.666667,0.0,-0.333333,0.0,1,1,0,0,0,2.88097,0.00120628,0.0551741,0.187772,0.108062,True
aeeem,org::apache::lucene::benchmark::byTask::feeds::FileBasedQueryMaker,8,2,0,8,0,0,0,3,49.0,1.0,23,0,0,0.0,0,24.0,9.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::byTask::feeds::FileBasedQueryMaker,0.0,2,2,0,81.0,2.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,2,2,0,0,0,2.62755,0.00140593,0.00712044,0.0727472,0.00758919,True
aeeem,org::tartarus::snowball::ext::FinnishStemmer,1,2,0,1,78,0,18,6,877.0,13.0,35,18,12,0.0,1,85.0,140.0,0,0,0,0,0,0,aeeem,org::tartarus::snowball::ext::FinnishStemmer,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792,True
aeeem,org::apache::lucene::search::highlight::SpanScorer,7,1,3,4,45,0,7,0,77.0,10.0,12,7,1,0.0,9,29.0,19.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::highlight::SpanScorer,0.0,3,3,0,23.1429,7.0,7.0,0,5.0,2.33333,5.0,2.33333,0.0,0.0,15.8775,3,3,0,0,0,3.70195,0.010403,0.0918998,0.281751,0.239606,True
aeeem,org::apache::lucene::search::regex::RegexQuery,6,3,2,4,15,0,1,2,27.0,6.0,51,1,0,0.0,5,17.0,10.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::regex::RegexQuery,0.0,1,1,0,151.571,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1.39276,0.00403302,0.00181929,0.032105,7.29382e-05,True
aeeem,org::apache::lucene::document::Field,14,3,11,3,15,0,0,16,49.0,6.0,104,0,0,0.0,6,13.0,17.0,1,0,0,0,0,1,aeeem,org::apache::lucene::document::Field,307.0,46,10,7,368.143,991.0,684.0,0,136.0,21.5435,199.0,14.8696,133.0,6.67391,189.416,7,7,0,0,0,16.2091,0.427376,0.111507,0.585738,0.232305,True
aeeem,org::tartarus::snowball::ext::TurkishStemmer,1,2,0,1,861,0,34,6,2864.0,42.0,35,34,41,0.0,1,312.0,479.0,0,0,0,0,0,0,aeeem,org::tartarus::snowball::ext::TurkishStemmer,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792,True
aeeem,org::apache::lucene::analysis::WhitespaceTokenizer,19,4,18,1,1,0,0,1,6.0,2.0,21,0,0,0.0,1,3.0,2.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::WhitespaceTokenizer,-37.0,5,2,2,349.857,22.0,59.0,0,13.0,4.4,51.0,11.8,1.0,-7.4,135.565,0,0,0,0,0,1.64243,0.00391152,0.00325183,0.0418737,0.00116335,True
aeeem,org::apache::lucene::demo::DeleteFiles,4,1,0,4,1,0,0,0,32.0,2.0,9,0,1,0.0,1,14.0,3.0,0,0,0,0,0,0,aeeem,org::apache::lucene::demo::DeleteFiles,-23.0,7,5,1,349.571,46.0,69.0,0,18.0,6.57143,51.0,9.85714,9.0,-3.28571,154.186,1,1,0,0,0,4.92899,0.0119391,0.0090143,0.122947,0.0029026,True
aeeem,org::apache::lucene::xmlparser::builders::FuzzyLikeThisQueryBuilder,6,1,1,5,1,0,5,0,22.0,2.0,10,1,0,4.0,2,16.0,3.0,0,0,0,0,0,0,aeeem,org::apache::lucene::xmlparser::builders::FuzzyLikeThisQueryBuilder,15.0,2,1,0,136.571,17.0,2.0,0,16.0,8.5,1.0,1.0,15.0,7.5,45.042,0,0,0,0,0,2.42975,0.0199393,0.0044811,0.0606869,0.00162176,True
aeeem,org::apache::lucene::index::InvertedDocConsumerPerField,1,1,1,0,6,1,0,0,0.0,4.0,9,0,0,0.0,0,4.0,0.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::InvertedDocConsumerPerField,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934,True
aeeem,org::apache::lucene::index::SegmentMergeInfo,6,1,3,3,10,0,6,0,44.0,5.0,9,2,0,4.0,0,14.0,12.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::SegmentMergeInfo,-25.0,6,4,0,368.143,48.0,73.0,0,17.0,8.0,51.0,12.1667,14.0,-4.16667,170.17,1,1,0,0,0,3.2211,0.0508607,0.00528871,0.078161,0.00123854,True
aeeem,org::apache::lucene::search::FuzzyLikeThisQuery,18,2,2,16,15,0,7,0,141.0,6.0,39,0,1,7.0,5,68.0,24.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::FuzzyLikeThisQuery,20.0,8,4,2,136.571,98.0,78.0,0,52.0,12.25,47.0,9.75,17.0,2.5,56.8426,4,4,0,0,0,7.57455,0.0765668,0.124305,3.51032,0.243378,True
aeeem,org::apache::lucene::index::FieldInvertState,4,1,4,0,21,0,5,0,29.0,7.0,9,0,0,5.0,6,7.0,7.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::FieldInvertState,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::apache::lucene::index::DocFieldConsumersPerThread,3,2,1,3,10,0,4,0,37.0,5.0,13,0,0,4.0,5,12.0,7.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::DocFieldConsumersPerThread,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934,True
aeeem,org::apache::lucene::store::GCJIndexInput,2,2,1,1,55,0,6,0,14.0,11.0,33,4,2,2.0,9,14.0,5.0,0,0,0,0,0,0,aeeem,org::apache::lucene::store::GCJIndexInput,0.0,4,3,0,211.286,9.0,9.0,0,6.0,2.25,5.0,2.25,1.0,0.0,74.3492,1,1,0,0,0,2.88097,0.00440662,0.0551741,0.187772,0.108062,True
aeeem,org::apache::lucene::store::MMapDirectory,0,3,0,0,1,0,1,3,5.0,2.0,29,1,0,0.0,1,3.0,2.0,1,0,0,0,0,1,aeeem,org::apache::lucene::store::MMapDirectory,115.0,8,5,3,210.143,159.0,44.0,0,128.0,19.875,16.0,5.5,116.0,14.375,10.2749,2,2,0,0,0,5.27595,0.0274984,0.0107263,0.134671,0.00713072,True
aeeem,org::apache::lucene::store::instantiated::InstantiatedTermEnum,3,2,1,3,15,0,3,0,51.0,6.0,15,3,0,0.0,6,23.0,12.0,1,0,0,0,0,1,aeeem,org::apache::lucene::store::instantiated::InstantiatedTermEnum,0.0,2,2,0,29.8571,2.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,7.64286,2,2,0,0,0,1.70353,0.00334037,0.0452834,3.21225,0.0849066,True
aeeem,org::apache::lucene::wordnet::SynExpand,9,1,0,9,1,0,0,0,70.0,2.0,9,0,0,0.0,2,38.0,12.0,0,0,0,0,0,0,aeeem,org::apache::lucene::wordnet::SynExpand,0.0,1,1,0,195.143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.740259,0.0094905,0.000755367,0.016145,4.53657e-06,True
aeeem,org::apache::lucene::xmlparser::builders::MatchAllDocsQueryBuilder,2,1,1,1,1,0,0,0,3.0,2.0,10,0,0,0.0,2,3.0,1.0,0,0,0,0,0,0,aeeem,org::apache::lucene::xmlparser::builders::MatchAllDocsQueryBuilder,15.0,2,1,0,132.286,17.0,2.0,0,16.0,8.5,1.0,1.0,15.0,7.5,41.0084,0,0,0,0,0,2.58969,0.0217965,0.00477666,0.0647073,0.00167658,True
aeeem,org::apache::lucene::benchmark::quality::utils::QualityQueriesFinder,9,1,0,9,10,0,2,0,64.0,5.0,9,2,4,0.0,1,33.0,15.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::quality::utils::QualityQueriesFinder,0.0,1,1,0,62.7143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17486,0.000965682,0.00361796,0.0337529,0.00505055,True
aeeem,org::apache::lucene::benchmark::byTask::tasks::WriteLineDocTask,10,2,0,10,21,0,7,2,73.0,7.0,39,4,1,1.0,6,41.0,17.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::byTask::tasks::WriteLineDocTask,1.0,2,1,0,63.0,4.0,3.0,0,3.0,2.0,2.0,1.5,1.0,0.5,1.60714,2,2,0,0,0,1.74444,0.00337235,0.0054553,0.0503378,0.00788631,True
aeeem,org::apache::lucene::store::LockObtainFailedException,3,1,3,0,0,0,0,0,3.0,1.0,27,0,0,0.0,1,1.0,1.0,0,0,0,0,0,0,aeeem,org::apache::lucene::store::LockObtainFailedException,0.0,1,1,0,85.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.09884,0.00126433,0.00252752,0.0291281,0.00157239,True
aeeem,org::apache::lucene::search::WildcardQuery,10,3,6,4,6,0,1,2,19.0,4.0,49,1,0,0.0,3,12.0,7.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::WildcardQuery,-17.0,9,6,2,368.143,56.0,73.0,0,13.0,6.22222,51.0,8.11111,11.0,-1.88889,172.074,1,1,0,0,0,3.23668,0.0262769,0.00471624,0.0761413,0.000949908,True
aeeem,org::apache::lucene::search::TimeLimitedCollector,5,2,1,4,15,0,8,0,30.0,6.0,11,6,0,1.0,6,12.0,8.0,1,0,0,0,0,1,aeeem,org::apache::lucene::search::TimeLimitedCollector,38.0,2,1,1,34.1429,40.0,2.0,0,39.0,20.0,1.0,1.0,38.0,19.0,4.875,2,2,0,0,0,1.72811,0.00945138,0.0103356,0.0613279,0.0358361,True
aeeem,org::apache::lucene::benchmark::byTask::feeds::ReutersQueryMaker,6,2,0,6,3,0,1,3,48.0,3.0,23,1,2,0.0,0,35.0,7.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::byTask::feeds::ReutersQueryMaker,-43.0,5,4,0,90.5714,121.0,164.0,0,107.0,24.2,107.0,32.8,0.0,-8.6,11.3022,2,2,0,0,0,4.46352,0.0390323,0.0113596,0.12145,0.010322,True
aeeem,org::apache::lucene::xmlparser::builders::TermsFilterBuilder,8,1,1,7,1,0,1,0,32.0,2.0,10,0,0,1.0,2,15.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::xmlparser::builders::TermsFilterBuilder,2.0,7,4,0,136.571,50.0,48.0,0,23.0,7.14286,27.0,6.85714,15.0,0.285714,30.3743,3,3,0,0,0,7.97841,0.156578,0.093454,0.373535,0.210734,True
aeeem,org::apache::lucene::analysis::ar::ArabicNormalizer,2,1,1,1,3,0,17,0,27.0,3.0,9,0,0,0.0,2,5.0,18.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::ar::ArabicNormalizer,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::apache::lucene::swing::models::TableSearcher,16,1,6,11,153,0,7,0,165.0,18.0,39,6,5,0.0,13,84.0,30.0,0,0,0,0,0,0,aeeem,org::apache::lucene::swing::models::TableSearcher,-3.0,6,6,2,187.0,20.0,23.0,0,10.0,3.33333,13.0,3.83333,1.0,-0.5,63.5,2,2,0,0,0,6.26048,0.041144,0.0585238,0.261606,0.107361,True
aeeem,org::apache::lucene::ant::HtmlDocument,14,1,2,12,21,0,1,0,98.0,7.0,9,1,1,0.0,6,58.0,16.0,0,0,0,0,0,0,aeeem,org::apache::lucene::ant::HtmlDocument,0.0,3,1,1,325.857,3.0,3.0,0,1.0,1.0,1.0,1.0,0.0,0.0,53.2381,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::apache::lucene::search::WildcardTermEnum,5,3,1,4,15,0,8,0,133.0,6.0,24,0,0,6.0,5,31.0,26.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::WildcardTermEnum,50.0,13,7,2,368.143,278.0,228.0,0,119.0,21.3846,118.0,17.5385,72.0,3.84615,80.5118,1,1,0,0,0,3.2211,0.0203438,0.00528871,0.078161,0.00123854,True
aeeem,org::apache::lucene::queryParser::surround::parser::FastCharStream,3,1,1,2,91,0,6,0,75.0,14.0,19,0,1,6.0,13,24.0,19.0,0,0,0,0,0,0,aeeem,org::apache::lucene::queryParser::surround::parser::FastCharStream,1.0,2,2,0,170.143,7.0,6.0,0,6.0,3.5,5.0,3.0,1.0,0.5,60.2449,0,0,0,0,0,2.67407,0.00818132,0.00445684,0.0650567,0.00118519,True
aeeem,org::apache::lucene::search::similar::MoreLikeThis,18,1,1,17,496,0,22,0,285.0,32.0,9,12,4,0.0,28,105.0,68.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::similar::MoreLikeThis,0.0,1,1,0,194.286,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1.43177,0.0129918,0.00146826,0.0312605,9.22005e-06,True
aeeem,org::apache::lucene::index::StoredFieldsWriterPerField,6,2,1,5,3,0,3,0,31.0,3.0,11,0,0,3.0,2,10.0,6.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::StoredFieldsWriterPerField,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934,True
aeeem,org::apache::lucene::analysis::ru::RussianLowerCaseFilter,4,3,1,3,1,0,1,1,19.0,2.0,16,0,0,1.0,2,6.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::ru::RussianLowerCaseFilter,0.0,4,2,0,316.286,4.0,4.0,0,1.0,1.0,1.0,1.0,0.0,0.0,26.1071,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::apache::lucene::benchmark::byTask::feeds::SimpleSloppyPhraseQueryMaker,2,3,0,2,0,0,0,3,46.0,1.0,24,0,0,0.0,0,16.0,10.0,0,0,0,0,0,0,aeeem,org::apache::lucene::benchmark::byTask::feeds::SimpleSloppyPhraseQueryMaker,17.0,4,3,0,90.5714,83.0,66.0,0,63.0,20.75,63.0,16.5,17.0,4.25,13.0981,2,2,0,0,0,4.63879,0.0437266,0.011546,0.125521,0.00956453,True
aeeem,org::apache::lucene::index::IndexFileNameFilter,2,1,1,1,6,0,3,0,46.0,4.0,18,2,0,1.0,4,22.0,18.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::IndexFileNameFilter,49.0,6,5,0,173.857,66.0,17.0,0,52.0,11.0,5.0,2.83333,47.0,8.16667,76.8528,2,2,0,0,0,5.55317,0.033377,0.0600699,0.254036,0.110622,True
aeeem,org::apache::lucene::analysis::payloads::TypeAsPayloadTokenFilter,4,3,1,3,1,0,0,1,12.0,2.0,16,0,0,0.0,2,9.0,5.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::payloads::TypeAsPayloadTokenFilter,1.0,2,2,0,43.7143,7.0,6.0,0,6.0,3.5,5.0,3.0,1.0,0.5,31.4694,2,2,0,0,0,2.76004,0.00568941,0.0375323,0.137482,0.115025,True
aeeem,org::apache::lucene::search::DocIdSet,8,1,8,0,1,3,0,0,0.0,2.0,9,0,0,0.0,2,2.0,0.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::DocIdSet,0.0,1,1,0,35.5714,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17515,0.000669115,0.00634538,0.0402517,0.0203787,True
aeeem,org::apache::lucene::index::CharBlockPool,4,1,2,2,3,0,7,0,21.0,3.0,9,1,0,6.0,3,6.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::CharBlockPool,0.0,2,1,0,30.0,8.0,8.0,1,7.0,4.0,7.0,4.0,0.0,0.0,16.0,2,2,0,0,0,1.39384,0.00401117,0.0161519,0.0643919,0.059927,True
aeeem,org::apache::lucene::index::IndexModifier,8,1,3,5,253,1,10,0,189.0,23.0,9,0,0,0.0,19,84.0,39.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::IndexModifier,97.0,22,7,3,174.286,230.0,133.0,0,106.0,10.4545,28.0,6.04545,79.0,4.40909,66.6702,13,13,0,0,0,18.28,0.435033,0.0994431,0.611578,0.197629,True
aeeem,org::tartarus::snowball::ext::SpanishStemmer,1,2,0,1,66,0,14,6,919.0,12.0,35,14,11,0.0,1,104.0,162.0,0,0,0,0,0,0,aeeem,org::tartarus::snowball::ext::SpanishStemmer,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792,True
aeeem,org::apache::lucene::analysis::snowball::SnowballAnalyzer,4,2,0,4,1,0,2,0,13.0,2.0,15,2,0,0.0,2,8.0,3.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::snowball::SnowballAnalyzer,0.0,4,2,0,302.714,4.0,4.0,0,1.0,1.0,1.0,1.0,0.0,0.0,36.6071,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::apache::lucene::index::IndexFileNames,9,1,7,2,3,0,26,0,20.0,3.0,9,0,0,0.0,0,6.0,8.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::IndexFileNames,145.0,13,6,2,173.857,175.0,30.0,0,89.0,13.4615,8.0,2.30769,83.0,11.1538,98.0906,6,6,0,0,0,9.29826,0.0983306,0.0706476,0.358735,0.124037,True
aeeem,org::apache::lucene::misc::SweetSpotSimilarity,6,3,1,5,36,0,13,1,94.0,9.0,41,13,0,0.0,9,36.0,18.0,0,0,0,0,0,0,aeeem,org::apache::lucene::misc::SweetSpotSimilarity,1.0,3,3,0,123.857,11.0,10.0,0,6.0,3.66667,5.0,3.33333,1.0,0.333333,31.013,1,1,0,0,0,3.87029,0.0169838,0.00802606,0.0996214,0.00430382,True
aeeem,org::apache::lucene::store::db::DbLock,1,2,1,0,6,0,1,3,11.0,4.0,12,0,0,1.0,4,4.0,4.0,0,0,0,0,0,0,aeeem,org::apache::lucene::store::db::DbLock,0.0,2,1,0,247.0,2.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,26.4286,0,0,0,0,0,1.43177,0.0129918,0.00146826,0.0312605,9.22005e-06,True
aeeem,org::tartarus::snowball::ext::FrenchStemmer,1,2,0,1,91,0,14,6,1295.0,14.0,35,14,13,0.0,1,150.0,219.0,0,0,0,0,0,0,aeeem,org::tartarus::snowball::ext::FrenchStemmer,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792,True
aeeem,org::apache::lucene::search::ConstantScoreQuery,11,2,7,4,28,0,1,0,30.0,8.0,39,0,0,0.0,7,16.0,12.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::ConstantScoreQuery,12.0,9,5,2,151.143,187.0,175.0,0,158.0,20.7778,158.0,19.4444,6.0,1.33333,23.3155,8,8,0,0,0,11.1794,0.312273,0.0749912,0.406381,0.13632,True
aeeem,org::apache::lucene::store::LockReleaseFailedException,2,1,2,0,0,0,0,0,3.0,1.0,27,0,0,0.0,1,1.0,1.0,0,0,0,0,0,0,aeeem,org::apache::lucene::store::LockReleaseFailedException,0.0,1,1,0,46.8571,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.33267,0.0015355,0.00544545,0.0416711,0.0127467,True
aeeem,org::apache::lucene::analysis::de::GermanStemmer,4,1,1,3,28,0,2,0,171.0,8.0,9,2,6,0.0,1,123.0,58.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::de::GermanStemmer,0.0,12,5,7,367.143,12.0,12.0,0,1.0,1.0,1.0,1.0,0.0,0.0,78.2381,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::apache::lucene::index::MultiReader,9,2,2,7,378,0,8,2,215.0,28.0,58,7,3,0.0,19,84.0,57.0,1,0,0,0,0,1,aeeem,org::apache::lucene::index::MultiReader,-60.0,35,9,7,241.857,711.0,771.0,1,203.0,20.3143,433.0,22.0286,196.0,-1.71429,126.647,16,16,0,0,0,19.4587,0.539004,0.101951,0.639779,0.189407,True
aeeem,org::apache::lucene::queryParser::surround::query::DistanceQuery,8,3,1,7,21,0,2,1,68.0,7.0,47,2,0,0.0,7,36.0,13.0,0,0,0,0,0,0,aeeem,org::apache::lucene::queryParser::surround::query::DistanceQuery,1.0,2,2,0,170.143,7.0,6.0,0,6.0,3.5,5.0,3.0,1.0,0.5,60.2449,0,0,0,0,0,2.67407,0.00818132,0.00445684,0.0650567,0.00118519,True
aeeem,org::apache::lucene::search::ConstantScoreRangeQuery,3,4,2,1,3,0,0,2,10.0,3.0,63,0,0,0.0,3,5.0,3.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::ConstantScoreRangeQuery,-124.0,6,3,1,151.143,25.0,149.0,0,16.0,4.16667,138.0,24.8333,13.0,-20.6667,111.337,4,4,0,0,0,7.46875,0.133534,0.0637048,0.301838,0.11397,True
aeeem,org::apache::lucene::analysis::TeeTokenFilter,6,3,4,2,1,0,1,1,10.0,2.0,16,0,0,1.0,2,4.0,2.0,0,0,0,0,0,0,aeeem,org::apache::lucene::analysis::TeeTokenFilter,18.0,4,2,0,44.8571,24.0,6.0,0,17.0,6.0,4.0,1.5,17.0,4.5,37.256,2,2,0,0,0,4.01909,0.0136504,0.089419,0.28374,0.221425,True
aeeem,org::apache::lucene::util::cache::Cache,2,1,2,0,15,2,0,0,6.0,6.0,9,0,0,0.0,5,8.0,2.0,0,0,0,0,0,0,aeeem,org::apache::lucene::util::cache::Cache,5.0,2,1,0,19.7143,6.0,1.0,0,5.0,3.0,1.0,0.5,5.0,2.5,0.119048,1,1,0,0,0,1.26735,0.00139584,0.0120944,0.0539188,0.0490618,True
aeeem,org::apache::lucene::search::TermsFilter,6,2,3,3,15,0,1,0,63.0,6.0,21,0,0,1.0,6,36.0,15.0,0,0,0,0,0,0,aeeem,org::apache::lucene::search::TermsFilter,79.0,7,3,1,136.571,101.0,22.0,0,30.0,14.4286,16.0,3.14286,30.0,11.2857,98.8543,4,4,0,0,0,6.54006,0.0654453,0.106414,3.45598,0.207561,True
aeeem,org::apache::lucene::store::IndexInput,46,1,45,1,120,12,3,0,89.0,16.0,18,3,1,0.0,15,37.0,24.0,0,0,0,0,0,0,aeeem,org::apache::lucene::store::IndexInput,73.0,6,4,0,211.857,88.0,15.0,0,29.0,14.6667,7.0,2.5,27.0,12.1667,126.529,2,2,0,0,0,4.67638,0.0430511,0.0145387,0.132192,0.0296045,True
aeeem,org::apache::lucene::index::MockIndexInput,2,3,1,1,10,0,3,2,28.0,5.0,44,3,0,0.0,3,6.0,7.0,0,0,0,0,0,0,aeeem,org::apache::lucene::index::MockIndexInput,-2.0,3,3,0,211.857,10.0,12.0,0,6.0,3.33333,6.0,4.0,1.0,-0.666667,68.2286,0,0,0,0,0,1.64243,0.00391152,0.00325183,0.0418737,0.00116335,True
