dataset_family_x,classname,cbo,dit,fanIn,fanOut,lcom,noc,numberOfAttributes,numberOfAttributesInherited,numberOfLinesOfCode,numberOfMethods,numberOfMethodsInherited,numberOfPrivateAttributes,numberOfPrivateMethods,numberOfPublicAttributes,numberOfPublicMethods,rfc,wmc,bugs,nonTrivialBugs,majorBugs,criticalBugs,highPriorityBugs,defects,dataset_family_y,file_module_id,code_churn,commit_count,num_developers,bugfix_commit_count,days_since_last_modified,lines_added,lines_deleted,numberOfRefactoringsUntil,maxLinesAddedUntil,avgLinesAddedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,maxCodeChurnUntil,avgCodeChurnUntil,weightedAgeWithRespectTo,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy,repo_metrics_available
aeeem,org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPart,28,1,22,7,171,15,6,0,88.0,19.0,0,5,0,0.0,12,41.0,24.0,1,1,0,0,0,1,aeeem,org::eclipse::mylyn::tasks::ui::editors::AbstractTaskEditorPart,35.0,8,2,0,45.8571,66.0,31.0,1,33.0,8.25,23.0,3.875,10.0,4.375,4.63636,6,2,0,0,4,5.63443,0.00703425,0.175647,9.25922,0.331448,True
aeeem,org::eclipse::mylyn::internal::jira::core::service::Messages,0,1,0,0,0,0,3,0,3.0,1.0,9,1,0,2.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::jira::core::service::Messages,0.0,1,1,0,14.8571,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::actions::TaskEditorScheduleAction,5,1,1,4,6,0,3,0,20.0,4.0,0,3,0,0.0,4,11.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::actions::TaskEditorScheduleAction,0.0,2,2,0,2.71429,6.0,6.0,0,6.0,3.0,6.0,3.0,0.0,0.0,0.142857,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::team::ccvs::CvsContextChangeSet,12,1,1,11,171,0,4,0,154.0,19.0,14,3,2,0.0,17,78.0,41.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::team::ccvs::CvsContextChangeSet,1.0,4,2,0,40.8571,10.0,9.0,0,6.0,2.5,6.0,2.25,1.0,0.25,14.6714,3,2,1,1,2,2.91138,0.00147531,0.0624913,0.191921,0.190355,True
aeeem,org::eclipse::mylyn::internal::wikitext::core::parser::builder::DitaTopicDocumentBuilder,16,3,2,14,780,0,9,4,452.0,40.0,36,9,11,0.0,28,203.0,123.0,1,0,0,0,0,1,aeeem,org::eclipse::mylyn::internal::wikitext::core::parser::builder::DitaTopicDocumentBuilder,46.0,4,1,1,19.4286,87.0,41.0,0,48.0,21.75,33.0,10.25,43.0,11.5,0.418719,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::context::ui::ColorMap,1,1,1,0,6,0,21,0,56.0,4.0,9,1,0,0.0,4,5.0,12.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::context::ui::ColorMap,-3.0,10,1,0,139.714,40.0,43.0,0,20.0,4.0,20.0,4.3,1.0,-0.3,31.9429,7,4,0,0,6,8.86173,0.0224525,0.158571,9.29333,0.213303,True
aeeem,org::eclipse::mylyn::internal::monitor::usage::wizards::GetNewUserIdPage,15,1,9,6,136,0,19,0,419.0,17.0,0,19,8,0.0,9,75.0,42.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::monitor::usage::wizards::GetNewUserIdPage,-26.0,9,2,0,109.857,60.0,86.0,1,19.0,6.66667,38.0,9.55556,8.0,-2.88889,36.5738,5,3,0,0,4,5.87331,0.0108091,0.153404,9.21823,0.21647,True
aeeem,org::eclipse::mylyn::internal::trac::core::client::TracRemoteException,0,2,0,0,0,1,1,0,3.0,1.0,26,1,0,0.0,1,1.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::trac::core::client::TracRemoteException,3.0,4,2,0,39.5714,6.0,3.0,0,4.0,1.5,1.0,0.75,3.0,0.75,15.9524,2,1,0,0,2,1.84703,0.00132824,0.136921,9.09329,0.175609,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskAttachmentInDefaultEditorHandler,3,1,0,3,1,0,0,0,36.0,2.0,0,0,1,0.0,1,16.0,7.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::commands::OpenTaskAttachmentInDefaultEditorHandler,5.0,6,3,0,45.5714,17.0,12.0,0,8.0,2.83333,5.0,2.0,3.0,0.833333,19.1429,6,3,0,0,4,4.10346,0.00167289,0.157601,9.18766,0.259133,True
aeeem,org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerTimeTrackingEditorPart,6,2,1,5,153,0,10,1,179.0,18.0,21,10,8,0.0,9,69.0,27.0,1,1,0,0,0,1,aeeem,org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerTimeTrackingEditorPart,0.0,1,1,0,6.42857,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::sandbox::ui::actions::FindReferencesInContextAction,1,1,0,1,6,0,0,0,38.0,4.0,0,0,0,0.0,4,16.0,12.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::sandbox::ui::actions::FindReferencesInContextAction,3.0,3,2,0,44.0,5.0,2.0,0,4.0,1.66667,1.0,0.666667,3.0,1.0,20.9429,2,1,0,0,2,1.84703,0.000948744,0.136921,9.09329,0.175609,True
aeeem,org::eclipse::mylyn::wikitext::core::util::anttask::Messages,5,1,4,1,1,0,2,0,9.0,2.0,9,2,1,0.0,1,3.0,2.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::wikitext::core::util::anttask::Messages,0.0,2,1,0,19.8571,1.0,1.0,0,1.0,0.5,1.0,0.5,0.0,0.0,2.0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::resources::ui::ResourceContextLabelProvider,2,2,0,2,6,0,0,0,18.0,4.0,17,0,0,0.0,0,8.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::resources::ui::ResourceContextLabelProvider,0.0,15,2,1,139.143,43.0,43.0,0,8.0,2.86667,8.0,2.86667,3.0,0.0,55.6445,11,5,1,1,7,11.1611,0.00976291,0.183027,9.39617,0.319429,True
aeeem,org::eclipse::mylyn::wikitext::core::parser::markup::PatternBasedElement,3,1,2,1,6,49,0,0,7.0,4.0,18,0,0,0.0,1,6.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::wikitext::core::parser::markup::PatternBasedElement,7.0,4,2,0,32.7143,20.0,13.0,0,10.0,5.0,9.0,3.25,7.0,1.75,15.4643,4,3,0,0,1,1.49003,0.00306854,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::internal::wikitext::ui::editor::actions::ToggleFoldingRulerAction,2,1,0,2,6,0,3,0,20.0,4.0,0,3,1,0.0,2,12.0,5.0,1,0,0,0,0,1,aeeem,org::eclipse::mylyn::internal::wikitext::ui::editor::actions::ToggleFoldingRulerAction,0.0,2,1,1,9.0,1.0,1.0,0,1.0,0.5,1.0,0.5,0.0,0.0,0.285714,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPlanningEditorPart,9,2,0,9,3,0,2,1,120.0,3.0,19,2,1,0.0,2,66.0,13.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPlanningEditorPart,12.0,9,3,1,40.8571,34.0,22.0,0,10.0,3.77778,10.0,2.44444,5.0,1.33333,5.52521,8,4,0,0,7,4.0537,0.00737457,0.16462,9.19955,0.285007,True
aeeem,org::eclipse::mylyn::internal::context::ui::actions::Messages,0,1,0,0,0,0,24,0,3.0,1.0,0,1,0,23.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::context::ui::actions::Messages,-2.0,2,1,0,14.8571,0.0,2.0,0,0.0,0.0,2.0,1.0,0.0,-1.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::actions::RestoreTaskListAction,4,1,1,3,10,0,0,0,27.0,5.0,0,0,0,0.0,5,15.0,7.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::actions::RestoreTaskListAction,23.0,15,2,0,121.0,48.0,25.0,2,14.0,3.2,5.0,1.66667,13.0,1.53333,54.6726,14,3,0,0,10,11.6751,0.00785274,0.195339,9.43591,0.368547,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorNotesPart,8,2,0,8,10,0,3,1,83.0,5.0,19,3,1,0.0,4,39.0,18.0,2,1,0,0,0,1,aeeem,org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorNotesPart,0.0,1,1,0,9.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::jira::core::InvalidJiraQueryException,1,1,1,0,0,0,1,0,3.0,1.0,26,1,0,0.0,1,1.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::jira::core::InvalidJiraQueryException,3.0,2,2,0,48.7143,4.0,1.0,0,4.0,2.0,1.0,0.5,3.0,1.5,22.1429,2,1,0,0,1,1.84703,0.000948744,0.136921,9.09329,0.175609,True
aeeem,org::eclipse::mylyn::internal::java::ui::search::JavaActiveSearchResultUpdater,2,1,1,1,66,0,2,0,114.0,12.0,9,2,6,0.0,6,56.0,31.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::java::ui::search::JavaActiveSearchResultUpdater,3.0,5,2,0,92.4286,39.0,36.0,0,34.0,7.8,29.0,7.2,5.0,0.6,39.9451,4,1,0,0,4,5.83251,0.00649931,0.154922,9.22122,0.224828,True
aeeem,org::eclipse::mylyn::internal::wikitext::core::parser::builder::DefaultSplittingStrategy,2,2,1,1,36,0,8,0,51.0,9.0,12,8,0,0.0,8,15.0,18.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::core::parser::builder::DefaultSplittingStrategy,31.0,4,2,0,32.7143,42.0,11.0,0,36.0,10.5,4.0,2.75,32.0,7.75,9.61225,3,3,0,0,0,1.49003,0.00119332,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::internal::context::core::AggregateInteractionEvent,6,2,6,0,3,0,2,1,12.0,3.0,28,2,0,0.0,3,3.0,3.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::context::core::AggregateInteractionEvent,0.0,3,1,0,23.0,65.0,65.0,0,65.0,21.6667,65.0,21.6667,65.0,0.0,0.0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::team::ui::LinkedTaskInfo,5,2,5,0,21,0,6,0,24.0,7.0,13,6,0,0.0,7,7.0,7.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::team::ui::LinkedTaskInfo,4.0,11,2,0,92.4286,29.0,25.0,0,8.0,2.63636,5.0,2.27273,4.0,0.363636,34.3892,9,3,0,0,6,8.19288,0.00332596,0.177416,9.32137,0.317859,True
aeeem,org::eclipse::mylyn::internal::bugzilla::core::BugzillaTaskDataHandler,26,2,7,21,153,0,2,0,350.0,18.0,17,2,2,0.0,14,169.0,44.0,2,1,0,0,2,1,aeeem,org::eclipse::mylyn::internal::bugzilla::core::BugzillaTaskDataHandler,-118.0,91,3,4,120.0,1406.0,1524.0,3,170.0,15.4505,285.0,16.7473,165.0,-1.2967,66.2305,66,40,5,3,39,25.2804,0.426385,0.307193,9.96602,0.67999,True
aeeem,org::eclipse::mylyn::internal::wikitext::textile::core::block::ParagraphBlock,9,3,1,8,15,0,5,4,74.0,6.0,43,4,0,0.0,6,26.0,19.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::textile::core::block::ParagraphBlock,0.0,3,2,0,32.7143,11.0,11.0,0,9.0,3.66667,9.0,3.66667,0.0,0.0,3.74026,3,3,0,0,0,1.49003,0.00306854,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::commands::Messages,0,1,0,0,0,0,13,0,3.0,1.0,0,1,0,12.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::commands::Messages,0.0,1,1,0,14.5714,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::wikitext::core::parser::markup::phrase::LimitedHtmlEndTagPhraseModifier,2,2,1,1,6,0,1,0,23.0,4.0,22,1,0,0.0,1,10.0,5.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::wikitext::core::parser::markup::phrase::LimitedHtmlEndTagPhraseModifier,8.0,7,2,1,32.7143,17.0,9.0,0,7.0,2.42857,4.0,1.28571,7.0,1.14286,15.3193,4,4,0,0,0,1.49003,0.00136379,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::internal::tasks::core::externalization::DelegatingTaskExternalizer,32,1,1,31,276,0,54,0,569.0,24.0,9,6,10,0.0,14,368.0,94.0,1,1,0,0,0,1,aeeem,org::eclipse::mylyn::internal::tasks::core::externalization::DelegatingTaskExternalizer,246.0,40,3,0,46.0,707.0,461.0,1,228.0,17.675,134.0,11.525,94.0,6.15,7.47141,27,16,4,3,20,5.63443,0.0659914,0.175647,9.25922,0.331448,True
aeeem,org::eclipse::mylyn::wikitext::core::parser::QuoteAttributes,3,2,3,0,3,0,1,0,6.0,3.0,20,1,0,0.0,3,3.0,2.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::wikitext::core::parser::QuoteAttributes,1.0,4,2,1,32.7143,3.0,2.0,0,1.0,0.75,1.0,0.5,1.0,0.25,16.2857,3,3,0,0,0,1.49003,0.000340949,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::tasklist::tests::Job,2,1,2,0,66,0,6,0,46.0,12.0,9,5,0,1.0,12,12.0,17.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::tasklist::tests::Job,0.0,2,2,1,190.571,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::bugzilla::ui::actions::DeleteFavoriteAction,2,2,2,1,1,0,2,0,27.0,2.0,2,2,0,0.0,2,8.0,4.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::bugzilla::ui::actions::DeleteFavoriteAction,0.0,3,1,0,164.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::wikitext::ui::viewer::FontState,12,1,10,2,300,0,11,0,118.0,25.0,9,0,2,4.0,23,46.0,39.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::ui::viewer::FontState,28.0,3,2,1,32.7143,40.0,12.0,0,40.0,13.3333,10.0,4.0,30.0,9.33333,1.71429,2,2,0,0,0,2.38141,0.00867072,0.132656,9.07779,0.205382,True
aeeem,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteFieldValue,5,1,0,5,45,0,5,0,65.0,10.0,18,5,0,0.0,10,27.0,28.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteFieldValue,-14.0,9,2,0,110.714,164.0,178.0,0,137.0,18.2222,151.0,19.7778,7.0,-1.55556,25.1847,7,4,1,1,5,5.94514,0.0125104,0.153982,9.22122,0.218565,True
aeeem,org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnector,6,2,5,1,253,0,7,0,73.0,23.0,36,5,0,0.0,23,25.0,23.0,2,2,0,0,0,1,aeeem,org::eclipse::mylyn::tasks::tests::connector::MockRepositoryConnector,45.0,63,3,4,139.143,380.0,335.0,2,32.0,6.03175,89.0,5.31746,30.0,0.714286,57.3398,52,24,3,1,35,24.9674,0.108748,0.224294,9.78371,0.386154,True
aeeem,org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskListFactory,5,2,0,5,21,0,6,3,43.0,7.0,16,6,0,0.0,7,24.0,12.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::bugzilla::deprecated::BugzillaTaskListFactory,3.0,3,3,0,39.5714,4.0,1.0,0,4.0,1.33333,1.0,0.333333,3.0,1.0,13.0,3,1,0,0,3,1.84703,0.000948744,0.136921,9.09329,0.175609,True
aeeem,org::eclipse::mylyn::internal::trac::ui::search::RepositorySearchQuery,2,1,0,2,6,0,3,0,44.0,4.0,0,3,0,0.0,4,11.0,4.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::trac::ui::search::RepositorySearchQuery,-6.0,5,2,0,135.429,7.0,13.0,0,5.0,1.4,11.0,2.6,0.0,-1.2,2.65306,4,2,0,0,4,2.02245,0.0121422,0.0036753,0.0504594,0.000912802,True
aeeem,org::eclipse::mylyn::wikitext::core::util::FormattingXMLStreamWriter,9,2,5,4,253,0,6,0,101.0,23.0,29,6,1,0.0,21,60.0,31.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::wikitext::core::util::FormattingXMLStreamWriter,4.0,7,2,1,32.7143,29.0,25.0,0,19.0,4.14286,16.0,3.57143,3.0,0.571429,5.46305,4,4,0,0,0,1.49003,0.00698945,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::internal::jira::ui::JiraIssueContentOutlinePage,1,1,1,0,1,0,5,0,81.0,2.0,0,5,0,0.0,2,5.0,4.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::jira::ui::JiraIssueContentOutlinePage,0.0,2,1,0,147.857,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::SimpleWrappedPhraseModifier,4,2,2,3,15,1,5,0,23.0,6.0,22,4,0,0.0,1,10.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::SimpleWrappedPhraseModifier,4.0,7,2,0,32.7143,27.0,23.0,0,17.0,3.85714,13.0,3.28571,4.0,0.571429,5.7672,5,5,0,0,0,1.49003,0.00647802,0.0435179,0.121386,0.116244,True
aeeem,org::eclipse::mylyn::zest::core::viewers::internal::ZoomManager,13,1,2,11,561,0,13,0,206.0,34.0,9,8,2,0.0,27,135.0,52.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::zest::core::viewers::internal::ZoomManager,0.0,2,1,0,103.714,1.0,1.0,1,1.0,0.5,1.0,0.5,0.0,0.0,11.5714,0,0,0,0,0,1.45219,0.000135718,0.00420507,0.0409958,0.00508017,True
aeeem,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchOperation,20,2,3,19,171,0,8,0,295.0,19.0,4,8,7,0.0,12,93.0,34.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchOperation,21.0,26,3,0,88.0,197.0,176.0,0,44.0,7.57692,44.0,6.76923,8.0,0.807692,42.2306,19,10,1,0,15,10.5619,0.0220944,0.204594,9.43276,0.429995,True
aeeem,org::eclipse::mylyn::internal::trac::wiki::editor::TracWikiPageEditor,6,1,1,5,21,0,5,0,64.0,7.0,0,4,0,0.0,4,20.0,8.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::trac::wiki::editor::TracWikiPageEditor,-29.0,18,2,0,81.8571,53.0,82.0,0,13.0,2.94444,51.0,4.55556,5.0,-1.61111,32.2776,12,4,0,0,7,10.6456,0.0176076,0.205013,9.43518,0.431428,True
aeeem,org::eclipse::mylyn::internal::jira::core::model::filter::VersionFilter,5,1,5,0,21,0,4,0,40.0,7.0,18,4,0,0.0,6,12.0,13.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::jira::core::model::filter::VersionFilter,6.0,9,2,0,110.714,17.0,11.0,0,5.0,1.88889,4.0,1.22222,4.0,0.666667,40.4622,5,3,0,0,3,6.61894,0.00372504,0.150592,9.22758,0.191815,True
aeeem,org::eclipse::mylyn::internal::trac::core::model::TracAttachment,3,1,3,0,66,0,5,0,36.0,12.0,9,4,0,1.0,12,12.0,12.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::trac::core::model::TracAttachment,3.0,6,2,0,133.0,8.0,5.0,0,4.0,1.33333,1.0,0.833333,3.0,0.5,92.7143,3,1,0,0,3,4.58293,0.00176257,0.145075,9.17116,0.186189,True
aeeem,org::eclipse::mylyn::internal::wikitext::ui::WikiTextUiPlugin,31,1,18,14,45,0,9,0,213.0,10.0,0,9,0,0.0,10,128.0,45.0,1,0,0,0,0,1,aeeem,org::eclipse::mylyn::internal::wikitext::ui::WikiTextUiPlugin,29.0,8,1,2,24.7143,87.0,58.0,0,45.0,10.875,38.0,7.25,20.0,3.625,8.52052,6,5,2,0,0,0.891381,0.00132307,0.0891381,8.95641,0.0891381,True
aeeem,org::eclipse::mylyn::wikitext::core::parser::markup::DefaultIdGenerationStrategy,2,2,0,2,0,0,0,0,7.0,1.0,10,0,0,0.0,1,5.0,3.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::wikitext::core::parser::markup::DefaultIdGenerationStrategy,1.0,3,1,1,9.85714,2.0,1.0,0,1.0,0.666667,1.0,0.333333,1.0,0.333333,0.714286,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::bugzilla::core::XmlCleaner,9,1,2,7,0,0,0,0,34.0,1.0,9,0,0,0.0,1,25.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::bugzilla::core::XmlCleaner,10.0,16,2,0,148.571,59.0,49.0,1,13.0,3.6875,8.0,3.0625,7.0,0.625,77.1695,13,6,1,1,7,13.0751,0.0148417,0.171413,9.409,0.242343,True
aeeem,org::eclipse::mylyn::internal::provisional::tasks::ui::wizards::Messages,0,1,0,0,0,0,8,0,3.0,1.0,0,1,0,7.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::provisional::tasks::ui::wizards::Messages,0.0,1,1,0,14.1429,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::TaskWorkingSetFilter,6,2,2,4,15,0,1,0,79.0,6.0,11,1,1,0.0,5,22.0,24.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::TaskWorkingSetFilter,61.0,34,3,1,95.7143,192.0,131.0,0,26.0,5.64706,16.0,3.85294,25.0,1.79412,33.2753,19,13,2,0,13,17.7124,0.0682796,0.25427,9.69434,0.559082,True
aeeem,org::eclipse::mylyn::internal::monitor::reports::MonitorReportsPlugin,2,1,2,0,15,0,5,0,19.0,6.0,0,1,0,0.0,6,10.0,6.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::monitor::reports::MonitorReportsPlugin,1.0,6,2,0,92.5714,11.0,10.0,0,4.0,1.83333,4.0,1.66667,3.0,0.166667,38.6753,4,2,0,0,3,4.67939,0.0020441,0.149492,9.18368,0.209711,True
aeeem,org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskCategoryPropertySource,4,2,1,3,3,0,0,8,16.0,3.0,22,0,0,0.0,3,10.0,4.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskCategoryPropertySource,-11.0,5,2,0,70.7143,30.0,41.0,0,23.0,6.0,38.0,8.2,4.0,-2.2,12.6762,4,1,0,0,2,4.78404,0.020555,0.157865,9.20375,0.251703,True
aeeem,org::eclipse::mylyn::context::ui::ContextUi,15,1,12,3,10,0,1,0,27.0,5.0,9,0,0,1.0,5,20.0,10.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::context::ui::ContextUi,57.0,9,2,0,48.8571,62.0,5.0,0,18.0,6.88889,3.0,0.555556,18.0,6.33333,10.2903,7,2,0,0,5,6.32077,0.00427754,0.180927,9.28597,0.35212,True
aeeem,org::eclipse::mylyn::internal::trac::ui::editor::Messages,0,1,0,0,0,0,4,0,3.0,1.0,0,1,0,3.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::trac::ui::editor::Messages,0.0,1,1,0,14.8571,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::tasks::ui::wizards::AbstractTaskRepositoryPage,13,2,4,9,153,2,10,0,224.0,18.0,2,9,7,1.0,7,91.0,33.0,1,0,0,0,0,1,aeeem,org::eclipse::mylyn::tasks::ui::wizards::AbstractTaskRepositoryPage,19.0,9,2,1,19.0,84.0,65.0,0,60.0,9.33333,53.0,7.22222,7.0,2.11111,13.2959,6,1,0,0,2,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::context::ui::preferences::Messages,0,1,0,0,0,0,12,0,3.0,1.0,0,1,0,11.0,1,2.0,1.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::context::ui::preferences::Messages,0.0,1,1,0,14.8571,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::resources::ui::ResourceStructureBridge,10,2,3,7,66,0,1,1,147.0,12.0,23,0,0,0.0,12,49.0,32.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::resources::ui::ResourceStructureBridge,10.0,21,2,1,92.4286,73.0,63.0,1,17.0,3.47619,12.0,3.0,9.0,0.47619,29.9863,17,6,0,0,13,13.2977,0.01924,0.212748,9.51062,0.440575,True
aeeem,org::eclipse::mylyn::internal::xplanner::core::service::ServiceManager,4,1,1,3,1,0,1,0,31.0,2.0,9,1,0,0.0,2,12.0,5.0,1,0,0,0,0,1,aeeem,org::eclipse::mylyn::internal::xplanner::core::service::ServiceManager,0.0,1,1,0,6.42857,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,True
aeeem,org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetAdapterFactory,0,1,0,0,1,0,2,0,29.0,2.0,18,2,0,0.0,2,4.0,2.0,0,0,0,0,0,0,aeeem,org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetAdapterFactory,3.0,10,2,0,91.1429,25.0,22.0,0,10.0,2.5,10.0,2.2,3.0,0.3,31.4,8,4,1,1,5,7.41746,0.00297726,0.174636,9.29759,0.308978,True
