dataset_family,file_module_id,code_churn,commit_count,num_developers,bugfix_commit_count,days_since_last_modified,lines_added,lines_deleted,numberOfRefactoringsUntil,maxLinesAddedUntil,avgLinesAddedUntil,maxLinesRemovedUntil,avgLinesRemovedUntil,maxCodeChurnUntil,avgCodeChurnUntil,weightedAgeWithRespectTo,numberOfBugsFoundUntil,numberOfNonTrivialBugsFoundUntil,numberOfMajorBugsFoundUntil,numberOfCriticalBugsFoundUntil,numberOfHighPriorityBugsFoundUntil,CvsEntropy,CvsWEntropy,CvsLinEntropy,CvsLogEntropy,CvsExpEntropy
aeeem,org::apache::lucene::search::spans::SpanWeight,19.0,8,6,1,244.714,64.0,45.0,0,22.0,8.0,20.0,5.625,16.0,2.375,78.933,3,3,0,0,0,6.7985,0.058815,0.0121093,0.168035,0.00451784
aeeem,org::apache::lucene::search::FuzzyTermEnum,132.0,15,6,2,368.143,498.0,366.0,0,201.0,33.2,177.0,24.4,106.0,8.8,161.324,0,0,0,0,0,1.64243,0.00391152,0.00325183,0.0418737,0.00116335
aeeem,org::apache::lucene::search::function::ShortFieldSource,0.0,2,1,0,70.1429,3.0,3.0,0,2.0,1.5,2.0,1.5,0.0,0.0,18.0952,2,2,0,0,0,2.69823,0.00544118,0.00980001,0.0811239,0.0200228
aeeem,org::apache::lucene::search::payloads::BoostingTermQuery,5.0,10,3,1,80.0,56.0,51.0,0,43.0,5.6,26.0,5.1,31.0,0.5,9.34694,7,7,0,0,0,8.28731,0.0780494,0.0362422,0.261043,0.0944933
aeeem,org::apache::lucene::search::highlight::TokenSources,52.0,5,5,0,190.0,70.0,18.0,0,43.0,14.0,8.0,3.6,36.0,10.4,146.902,4,4,0,0,0,6.46103,0.0597259,0.0948869,0.346366,0.229954
aeeem,org::apache::lucene::demo::html::ParserThread,-37.0,4,4,0,349.571,31.0,68.0,0,13.0,7.75,51.0,17.0,1.0,-9.25,143.184,0,0,0,0,0,1.64243,0.00391152,0.00325183,0.0418737,0.00116335
aeeem,org::tartarus::snowball::ext::EnglishStemmer,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792
aeeem,org::apache::lucene::index::TermVectorEntry,0.0,1,1,0,63.2857,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17486,0.000965682,0.00361796,0.0337529,0.00505055
aeeem,org::apache::lucene::LucenePackage,1.0,3,3,0,186.571,7.0,6.0,0,6.0,2.33333,5.0,2.0,1.0,0.333333,74.3265,0,0,0,0,0,2.52013,0.00852783,0.00418069,0.0611694,0.00117101
aeeem,org::apache::lucene::index::FieldSortedTermVectorMapper,0.0,1,1,0,63.2857,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17486,0.000965682,0.00361796,0.0337529,0.00505055
aeeem,org::apache::lucene::store::BufferedIndexInput,93.0,12,5,3,211.857,145.0,52.0,0,52.0,12.0833,13.0,4.33333,48.0,7.75,132.914,6,6,0,0,0,7.86104,0.165435,0.0576741,0.29089,0.13975
aeeem,org::apache::lucene::index::FieldInfos,160.0,25,11,3,368.143,398.0,238.0,1,110.0,15.92,51.0,9.52,77.0,6.4,198.416,6,6,0,0,0,11.3053,0.179749,0.0485387,0.342745,0.111945
aeeem,org::apache::lucene::index::TermInfosReader,113.0,26,9,1,368.143,334.0,221.0,0,89.0,12.8462,51.0,8.5,54.0,4.34615,251.482,14,14,0,0,0,11.8687,0.381633,0.0913715,0.46058,0.204893
aeeem,org::apache::lucene::swing::models::RestaurantInfo,-2.0,2,2,0,187.0,2.0,4.0,0,1.0,1.0,3.0,2.0,0.0,-1.0,91.8571,1,1,0,0,0,2.55041,0.0106646,0.0533105,0.174739,0.10691
aeeem,org::apache::lucene::benchmark::byTask::tasks::TaskSequence,82.0,12,4,3,90.5714,430.0,348.0,0,295.0,35.8333,295.0,29.0,25.0,6.83333,18.2093,6,6,0,0,0,8.77321,0.148371,0.0275235,0.25187,0.0466191
aeeem,org::apache::lucene::index::FreqProxTermsWriterPerThread,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934
aeeem,org::apache::lucene::index::DocInverter,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934
aeeem,org::apache::lucene::util::SortedVIntList,0.0,1,1,0,35.5714,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17515,0.000669115,0.00634538,0.0402517,0.0203787
aeeem,org::apache::lucene::analysis::cn::ChineseAnalyzer,0.0,2,2,0,250.143,2.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,2.14286,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::store::je::JEDirectory,0.0,4,4,0,143.857,9.0,9.0,0,6.0,2.25,5.0,2.25,1.0,0.0,52.7143,2,2,0,0,0,4.83343,0.0152834,0.0591792,0.237672,0.110802
aeeem,org::apache::lucene::search::highlight::GradientFormatter,0.0,4,2,0,196.714,4.0,4.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0,0,0,0,0,0.740259,0.0284715,0.000755367,0.016145,4.53657e-06
aeeem,org::apache::lucene::wordnet::Syns2Index,0.0,6,3,0,308.0,6.0,6.0,0,1.0,1.0,1.0,1.0,0.0,0.0,69.1667,0,0,0,0,0,0.740259,0.018981,0.000755367,0.016145,4.53657e-06
aeeem,org::apache::lucene::index::MergePolicy,48.0,8,1,1,55.1429,72.0,24.0,0,19.0,9.0,13.0,3.0,18.0,6.0,15.2698,9,9,0,0,0,5.84867,0.0546801,0.0269325,0.189716,0.074024
aeeem,org::apache::lucene::search::QueryUtils,160.0,11,5,3,151.143,352.0,192.0,0,128.0,32.0,128.0,17.4545,58.0,14.5455,74.1039,9,9,0,0,0,10.3357,0.47489,0.0769022,0.396811,0.142307
aeeem,org::apache::lucene::index::memory::SynonymTokenFilter,3.0,5,4,0,148.571,128.0,125.0,0,100.0,25.6,100.0,25.0,3.0,0.6,46.856,2,2,0,0,0,6.53653,0.0619658,0.090004,0.335068,0.207675
aeeem,org::apache::lucene::search::DisjunctionSumScorer,24.0,5,3,1,193.286,95.0,71.0,0,85.0,19.0,62.0,14.2,23.0,4.8,88.7594,3,3,0,0,0,6.61495,0.186243,0.010607,0.159497,0.00226626
aeeem,org::apache::lucene::store::NativeFSLockFactory,19.0,9,2,3,103.286,213.0,194.0,0,119.0,23.6667,92.0,21.5556,27.0,2.11111,12.9215,10,10,0,0,0,8.56136,0.335887,0.0222024,0.233121,0.0260645
aeeem,org::apache::lucene::queryParser::surround::query::SpanNearClauseFactory,-12.0,3,2,1,170.143,7.0,19.0,0,6.0,2.33333,13.0,6.33333,1.0,-4.0,60.2449,0,0,0,0,0,3.99248,0.0387692,0.0064383,0.096463,0.0013732
aeeem,org::apache::lucene::search::spell::PlainTextDictionary,0.0,1,1,0,205.143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::store::BufferedIndexOutput,45.0,7,4,1,210.143,63.0,18.0,0,35.0,9.0,7.0,2.57143,33.0,6.42857,89.0612,3,3,0,0,0,6.09962,0.0701341,0.0127713,0.157212,0.00759033
aeeem,org::apache::lucene::document::MapFieldSelector,9.0,5,3,0,121.571,18.0,9.0,0,15.0,3.6,5.0,1.8,10.0,1.8,47.5873,3,3,0,0,0,4.88853,0.030974,0.0603946,0.242608,0.113451
aeeem,org::apache::lucene::search::MockFilter,0.0,3,2,0,200.429,3.0,3.0,0,1.0,1.0,1.0,1.0,0.0,0.0,44.8571,0,0,0,0,0,1.45008,0.00310247,0.00214814,0.0344245,0.00018773
aeeem,org::apache::lucene::store::instantiated::InstantiatedIndex,76.0,3,2,0,29.8571,87.0,11.0,0,83.0,29.0,7.0,3.66667,76.0,25.3333,15.4795,2,2,0,0,0,2.62836,0.0747738,0.0658346,0.206049,0.160434
aeeem,org::apache::lucene::index::FieldReaderException,9.0,4,3,1,121.571,97.0,88.0,0,79.0,24.25,79.0,22.0,7.0,2.25,84.5449,0,0,0,0,0,3.46402,0.0420774,0.0168468,0.111014,0.0522199
aeeem,org::apache::lucene::store::LockFactory,18.0,6,2,1,110.143,32.0,14.0,0,11.0,5.33333,5.0,2.33333,9.0,3.0,26.9509,4,4,0,0,0,6.48779,0.0345617,0.0146122,0.17039,0.0113508
aeeem,org::apache::lucene::benchmark::quality::trec::QueryDriver,1.0,2,2,0,51.0,3.0,2.0,0,2.0,1.5,1.0,1.0,1.0,0.5,7.42857,1,1,0,0,0,2.3444,0.00589857,0.0102046,0.0747136,0.0262005
aeeem,org::apache::lucene::index::TermsHashConsumerPerField,1.0,2,1,0,11.7143,2.0,1.0,1,1.0,1.0,1.0,0.5,1.0,0.5,1.28571,2,2,0,0,0,1.54522,0.000601081,0.0273145,0.0891453,0.0962259
aeeem,org::apache::lucene::xmlparser::builders::TermsQueryBuilder,9.0,4,3,0,119.143,21.0,12.0,0,16.0,5.25,6.0,3.0,12.0,2.25,44.5442,2,2,0,0,0,5.06827,0.0272382,0.0881505,0.30133,0.207983
aeeem,org::apache::lucene::search::spans::TermSpans,14.0,2,1,0,80.0,16.0,2.0,0,15.0,8.0,1.0,1.0,14.0,7.0,68.4375,2,2,0,0,0,2.89247,0.00666415,0.0351921,0.134178,0.102147
aeeem,org::apache::lucene::demo::html::TokenMgrError,0.0,3,2,1,264.857,3.0,3.0,0,1.0,1.0,1.0,1.0,0.0,0.0,159.143,2,2,0,0,0,2.76873,0.00207117,0.037311,0.137154,0.113602
aeeem,org::apache::lucene::search::TopDocs,-17.0,7,4,1,368.143,50.0,67.0,0,15.0,7.14286,51.0,9.57143,13.0,-2.42857,151.086,2,2,0,0,0,4.17568,0.0338708,0.0108385,0.112667,0.0169694
aeeem,org::apache::lucene::benchmark::quality::trec::TrecJudge,0.0,1,1,0,62.7143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17486,0.000965682,0.00361796,0.0337529,0.00505055
aeeem,org::apache::lucene::demo::html::SimpleCharStream,38.0,4,4,0,264.857,65.0,27.0,0,46.0,16.25,18.0,6.75,38.0,9.5,227.662,2,2,0,0,0,4.36338,0.0468221,0.0366038,0.166707,0.100452
aeeem,org::apache::lucene::index::TermsHashConsumerPerThread,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934
aeeem,org::apache::lucene::index::FormatPostingsPositionsConsumer,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::queryParser::surround::parser::QueryParser,0.0,1,1,0,170.143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1.03163,0.0042698,0.00120501,0.023183,2.18418e-05
aeeem,org::apache::lucene::store::instantiated::InstantiatedTermPositions,0.0,1,1,0,29.8571,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.60098,0.00038181,0.00388466,0.0219358,0.0141336
aeeem,org::apache::lucene::analysis::el::GreekCharsets,-1.0,2,2,0,180.286,1.0,2.0,0,1.0,0.5,1.0,1.0,0.0,-0.5,0.0,1,1,0,0,0,2.5984,0.00493292,0.0534247,0.17608,0.106916
aeeem,org::apache::lucene::benchmark::stats::QueryData,-1.0,3,2,0,99.0,1.0,2.0,0,1.0,0.333333,1.0,0.666667,0.0,-0.333333,0.0,1,1,0,0,0,2.88097,0.00120628,0.0551741,0.187772,0.108062
aeeem,org::apache::lucene::benchmark::byTask::feeds::FileBasedQueryMaker,0.0,2,2,0,81.0,2.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,2,2,0,0,0,2.62755,0.00140593,0.00712044,0.0727472,0.00758919
aeeem,org::tartarus::snowball::ext::FinnishStemmer,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792
aeeem,org::apache::lucene::search::highlight::SpanScorer,0.0,3,3,0,23.1429,7.0,7.0,0,5.0,2.33333,5.0,2.33333,0.0,0.0,15.8775,3,3,0,0,0,3.70195,0.010403,0.0918998,0.281751,0.239606
aeeem,org::apache::lucene::search::regex::RegexQuery,0.0,1,1,0,151.571,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1.39276,0.00403302,0.00181929,0.032105,7.29382e-05
aeeem,org::apache::lucene::document::Field,307.0,46,10,7,368.143,991.0,684.0,0,136.0,21.5435,199.0,14.8696,133.0,6.67391,189.416,7,7,0,0,0,16.2091,0.427376,0.111507,0.585738,0.232305
aeeem,org::tartarus::snowball::ext::TurkishStemmer,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792
aeeem,org::apache::lucene::analysis::WhitespaceTokenizer,-37.0,5,2,2,349.857,22.0,59.0,0,13.0,4.4,51.0,11.8,1.0,-7.4,135.565,0,0,0,0,0,1.64243,0.00391152,0.00325183,0.0418737,0.00116335
aeeem,org::apache::lucene::demo::DeleteFiles,-23.0,7,5,1,349.571,46.0,69.0,0,18.0,6.57143,51.0,9.85714,9.0,-3.28571,154.186,1,1,0,0,0,4.92899,0.0119391,0.0090143,0.122947,0.0029026
aeeem,org::apache::lucene::xmlparser::builders::FuzzyLikeThisQueryBuilder,15.0,2,1,0,136.571,17.0,2.0,0,16.0,8.5,1.0,1.0,15.0,7.5,45.042,0,0,0,0,0,2.42975,0.0199393,0.0044811,0.0606869,0.00162176
aeeem,org::apache::lucene::index::InvertedDocConsumerPerField,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934
aeeem,org::apache::lucene::index::SegmentMergeInfo,-25.0,6,4,0,368.143,48.0,73.0,0,17.0,8.0,51.0,12.1667,14.0,-4.16667,170.17,1,1,0,0,0,3.2211,0.0508607,0.00528871,0.078161,0.00123854
aeeem,org::apache::lucene::search::FuzzyLikeThisQuery,20.0,8,4,2,136.571,98.0,78.0,0,52.0,12.25,47.0,9.75,17.0,2.5,56.8426,4,4,0,0,0,7.57455,0.0765668,0.124305,3.51032,0.243378
aeeem,org::apache::lucene::index::FieldInvertState,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::index::DocFieldConsumersPerThread,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934
aeeem,org::apache::lucene::store::GCJIndexInput,0.0,4,3,0,211.286,9.0,9.0,0,6.0,2.25,5.0,2.25,1.0,0.0,74.3492,1,1,0,0,0,2.88097,0.00440662,0.0551741,0.187772,0.108062
aeeem,org::apache::lucene::store::MMapDirectory,115.0,8,5,3,210.143,159.0,44.0,0,128.0,19.875,16.0,5.5,116.0,14.375,10.2749,2,2,0,0,0,5.27595,0.0274984,0.0107263,0.134671,0.00713072
aeeem,org::apache::lucene::store::instantiated::InstantiatedTermEnum,0.0,2,2,0,29.8571,2.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,7.64286,2,2,0,0,0,1.70353,0.00334037,0.0452834,3.21225,0.0849066
aeeem,org::apache::lucene::wordnet::SynExpand,0.0,1,1,0,195.143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.740259,0.0094905,0.000755367,0.016145,4.53657e-06
aeeem,org::apache::lucene::xmlparser::builders::MatchAllDocsQueryBuilder,15.0,2,1,0,132.286,17.0,2.0,0,16.0,8.5,1.0,1.0,15.0,7.5,41.0084,0,0,0,0,0,2.58969,0.0217965,0.00477666,0.0647073,0.00167658
aeeem,org::apache::lucene::benchmark::quality::utils::QualityQueriesFinder,0.0,1,1,0,62.7143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17486,0.000965682,0.00361796,0.0337529,0.00505055
aeeem,org::apache::lucene::benchmark::byTask::tasks::WriteLineDocTask,1.0,2,1,0,63.0,4.0,3.0,0,3.0,2.0,2.0,1.5,1.0,0.5,1.60714,2,2,0,0,0,1.74444,0.00337235,0.0054553,0.0503378,0.00788631
aeeem,org::apache::lucene::store::LockObtainFailedException,0.0,1,1,0,85.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.09884,0.00126433,0.00252752,0.0291281,0.00157239
aeeem,org::apache::lucene::search::WildcardQuery,-17.0,9,6,2,368.143,56.0,73.0,0,13.0,6.22222,51.0,8.11111,11.0,-1.88889,172.074,1,1,0,0,0,3.23668,0.0262769,0.00471624,0.0761413,0.000949908
aeeem,org::apache::lucene::search::TimeLimitedCollector,38.0,2,1,1,34.1429,40.0,2.0,0,39.0,20.0,1.0,1.0,38.0,19.0,4.875,2,2,0,0,0,1.72811,0.00945138,0.0103356,0.0613279,0.0358361
aeeem,org::apache::lucene::benchmark::byTask::feeds::ReutersQueryMaker,-43.0,5,4,0,90.5714,121.0,164.0,0,107.0,24.2,107.0,32.8,0.0,-8.6,11.3022,2,2,0,0,0,4.46352,0.0390323,0.0113596,0.12145,0.010322
aeeem,org::apache::lucene::xmlparser::builders::TermsFilterBuilder,2.0,7,4,0,136.571,50.0,48.0,0,23.0,7.14286,27.0,6.85714,15.0,0.285714,30.3743,3,3,0,0,0,7.97841,0.156578,0.093454,0.373535,0.210734
aeeem,org::apache::lucene::analysis::ar::ArabicNormalizer,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::swing::models::TableSearcher,-3.0,6,6,2,187.0,20.0,23.0,0,10.0,3.33333,13.0,3.83333,1.0,-0.5,63.5,2,2,0,0,0,6.26048,0.041144,0.0585238,0.261606,0.107361
aeeem,org::apache::lucene::ant::HtmlDocument,0.0,3,1,1,325.857,3.0,3.0,0,1.0,1.0,1.0,1.0,0.0,0.0,53.2381,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::search::WildcardTermEnum,50.0,13,7,2,368.143,278.0,228.0,0,119.0,21.3846,118.0,17.5385,72.0,3.84615,80.5118,1,1,0,0,0,3.2211,0.0203438,0.00528871,0.078161,0.00123854
aeeem,org::apache::lucene::queryParser::surround::parser::FastCharStream,1.0,2,2,0,170.143,7.0,6.0,0,6.0,3.5,5.0,3.0,1.0,0.5,60.2449,0,0,0,0,0,2.67407,0.00818132,0.00445684,0.0650567,0.00118519
aeeem,org::apache::lucene::search::similar::MoreLikeThis,0.0,1,1,0,194.286,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1.43177,0.0129918,0.00146826,0.0312605,9.22005e-06
aeeem,org::apache::lucene::index::StoredFieldsWriterPerField,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934
aeeem,org::apache::lucene::analysis::ru::RussianLowerCaseFilter,0.0,4,2,0,316.286,4.0,4.0,0,1.0,1.0,1.0,1.0,0.0,0.0,26.1071,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::benchmark::byTask::feeds::SimpleSloppyPhraseQueryMaker,17.0,4,3,0,90.5714,83.0,66.0,0,63.0,20.75,63.0,16.5,17.0,4.25,13.0981,2,2,0,0,0,4.63879,0.0437266,0.011546,0.125521,0.00956453
aeeem,org::apache::lucene::index::IndexFileNameFilter,49.0,6,5,0,173.857,66.0,17.0,0,52.0,11.0,5.0,2.83333,47.0,8.16667,76.8528,2,2,0,0,0,5.55317,0.033377,0.0600699,0.254036,0.110622
aeeem,org::apache::lucene::analysis::payloads::TypeAsPayloadTokenFilter,1.0,2,2,0,43.7143,7.0,6.0,0,6.0,3.5,5.0,3.0,1.0,0.5,31.4694,2,2,0,0,0,2.76004,0.00568941,0.0375323,0.137482,0.115025
aeeem,org::apache::lucene::search::DocIdSet,0.0,1,1,0,35.5714,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17515,0.000669115,0.00634538,0.0402517,0.0203787
aeeem,org::apache::lucene::index::CharBlockPool,0.0,2,1,0,30.0,8.0,8.0,1,7.0,4.0,7.0,4.0,0.0,0.0,16.0,2,2,0,0,0,1.39384,0.00401117,0.0161519,0.0643919,0.059927
aeeem,org::apache::lucene::index::IndexModifier,97.0,22,7,3,174.286,230.0,133.0,0,106.0,10.4545,28.0,6.04545,79.0,4.40909,66.6702,13,13,0,0,0,18.28,0.435033,0.0994431,0.611578,0.197629
aeeem,org::tartarus::snowball::ext::SpanishStemmer,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792
aeeem,org::apache::lucene::analysis::snowball::SnowballAnalyzer,0.0,4,2,0,302.714,4.0,4.0,0,1.0,1.0,1.0,1.0,0.0,0.0,36.6071,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::index::IndexFileNames,145.0,13,6,2,173.857,175.0,30.0,0,89.0,13.4615,8.0,2.30769,83.0,11.1538,98.0906,6,6,0,0,0,9.29826,0.0983306,0.0706476,0.358735,0.124037
aeeem,org::apache::lucene::misc::SweetSpotSimilarity,1.0,3,3,0,123.857,11.0,10.0,0,6.0,3.66667,5.0,3.33333,1.0,0.333333,31.013,1,1,0,0,0,3.87029,0.0169838,0.00802606,0.0996214,0.00430382
aeeem,org::apache::lucene::store::db::DbLock,0.0,2,1,0,247.0,2.0,2.0,0,1.0,1.0,1.0,1.0,0.0,0.0,26.4286,0,0,0,0,0,1.43177,0.0129918,0.00146826,0.0312605,9.22005e-06
aeeem,org::tartarus::snowball::ext::FrenchStemmer,0.0,1,1,0,6.57143,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.35264,0.000832763,0.0350566,0.101164,0.0995792
aeeem,org::apache::lucene::search::ConstantScoreQuery,12.0,9,5,2,151.143,187.0,175.0,0,158.0,20.7778,158.0,19.4444,6.0,1.33333,23.3155,8,8,0,0,0,11.1794,0.312273,0.0749912,0.406381,0.13632
aeeem,org::apache::lucene::store::LockReleaseFailedException,0.0,1,1,0,46.8571,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.33267,0.0015355,0.00544545,0.0416711,0.0127467
aeeem,org::apache::lucene::analysis::de::GermanStemmer,0.0,12,5,7,367.143,12.0,12.0,0,1.0,1.0,1.0,1.0,0.0,0.0,78.2381,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::index::MultiReader,-60.0,35,9,7,241.857,711.0,771.0,1,203.0,20.3143,433.0,22.0286,196.0,-1.71429,126.647,16,16,0,0,0,19.4587,0.539004,0.101951,0.639779,0.189407
aeeem,org::apache::lucene::queryParser::surround::query::DistanceQuery,1.0,2,2,0,170.143,7.0,6.0,0,6.0,3.5,5.0,3.0,1.0,0.5,60.2449,0,0,0,0,0,2.67407,0.00818132,0.00445684,0.0650567,0.00118519
aeeem,org::apache::lucene::search::ConstantScoreRangeQuery,-124.0,6,3,1,151.143,25.0,149.0,0,16.0,4.16667,138.0,24.8333,13.0,-20.6667,111.337,4,4,0,0,0,7.46875,0.133534,0.0637048,0.301838,0.11397
aeeem,org::apache::lucene::analysis::TeeTokenFilter,18.0,4,2,0,44.8571,24.0,6.0,0,17.0,6.0,4.0,1.5,17.0,4.5,37.256,2,2,0,0,0,4.01909,0.0136504,0.089419,0.28374,0.221425
aeeem,org::apache::lucene::util::cache::Cache,5.0,2,1,0,19.7143,6.0,1.0,0,5.0,3.0,1.0,0.5,5.0,2.5,0.119048,1,1,0,0,0,1.26735,0.00139584,0.0120944,0.0539188,0.0490618
aeeem,org::apache::lucene::search::TermsFilter,79.0,7,3,1,136.571,101.0,22.0,0,30.0,14.4286,16.0,3.14286,30.0,11.2857,98.8543,4,4,0,0,0,6.54006,0.0654453,0.106414,3.45598,0.207561
aeeem,org::apache::lucene::store::IndexInput,73.0,6,4,0,211.857,88.0,15.0,0,29.0,14.6667,7.0,2.5,27.0,12.1667,126.529,2,2,0,0,0,4.67638,0.0430511,0.0145387,0.132192,0.0296045
aeeem,org::apache::lucene::index::MockIndexInput,-2.0,3,3,0,211.857,10.0,12.0,0,6.0,3.33333,6.0,4.0,1.0,-0.666667,68.2286,0,0,0,0,0,1.64243,0.00391152,0.00325183,0.0418737,0.00116335
aeeem,org::apache::lucene::search::Collector,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
aeeem,org::apache::lucene::queryParser::precedence::PrecedenceQueryParser,0.0,7,1,1,187.286,7.0,7.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.979592,0,0,0,0,0,2.52248,0.0552345,0.00271246,0.0556502,2.57592e-05
aeeem,org::apache::lucene::index::TermEnum,-16.0,6,4,0,368.143,49.0,65.0,0,23.0,8.16667,51.0,10.8333,23.0,-2.66667,132.746,0,0,0,0,0,1.64243,0.00391152,0.00325183,0.0418737,0.00116335
aeeem,org::apache::lucene::store::MockRAMInputStream,18.0,4,2,3,83.4286,33.0,15.0,0,19.0,8.25,7.0,3.75,12.0,4.5,15.0433,5,5,0,0,0,3.57285,0.0271034,0.0130631,0.107049,0.0287692
aeeem,org::apache::lucene::wikipedia::analysis::WikipediaTokenizerImpl,-53.0,6,2,0,39.7143,551.0,604.0,0,268.0,91.8333,276.0,100.667,0.0,-8.83333,1.63158,4,4,0,0,0,3.50218,0.318565,0.0204668,0.123094,0.0692717
aeeem,org::apache::lucene::util::OpenBitSetIterator,0.0,1,1,0,35.5714,1.0,1.0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,1.17515,0.000669115,0.00634538,0.0402517,0.0203787
aeeem,org::apache::lucene::search::DefaultSimilarity,-39.0,4,3,0,308.857,20.0,59.0,0,13.0,5.0,51.0,14.75,1.0,-9.75,109.871,0,0,0,0,0,1.64243,0.00391152,0.00325183,0.0418737,0.00116335
aeeem,org::apache::lucene::index::InvertedDocConsumer,0.0,1,1,0,11.7143,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0.792859,0.00051848,0.0122672,0.0424562,0.0457934
